steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss
23300682	34001	222871.25351667404	9818.0	8600.0	3877.518679659856	16860.0	6000.0	7.204981544423684	1.9288593353777344
23400129	34094	223773.62216448784	10042.0	8880.0	3282.9993061900645	15400.0	5580.0	7.620856809956427	1.925034417438786
23501419	34198	224693.461114645	11250.0	12050.0	3368.5638219012894	17880.0	5920.0	6.828092744589585	1.9512419841004278
23600092	34296	225744.33415532112	14178.0	13440.0	7799.3415676510085	27680.0	4980.0	6.626562278695262	1.9335288384042049
23700889	34397	226824.93028259277	16672.0	15620.0	4464.220225551404	26120.0	11040.0	7.3398146599670655	1.9439958203310055
23800766	34493	227699.54553222656	9272.0	8220.0	3802.1070181910686	15620.0	3700.0	7.231594615943646	1.9477133278780918
23900051	34592	228613.14378643036	10994.0	9340.0	4354.461824126809	19360.0	6560.0	7.148646872679802	1.9502416472895987
24000116	34689	229583.53920555115	13744.0	13470.0	6305.2838512191065	27680.0	4720.0	7.329192127538106	1.936615234991284
24100459	34794	230407.82593894005	5822.0	4550.0	4591.184306182156	17440.0	2080.0	6.463461156852434	1.9468058227125793
24201048	34891	231530.05435490608	20244.0	18950.0	6059.5914787128095	31560.0	12520.0	8.351594843228618	1.9347737365427282
24300075	34982	232552.04402709007	15928.0	14650.0	7366.966509734896	32420.0	8820.0	6.7544968446270595	1.9518886004671596
24401619	35073	233638.6848487854	17856.0	16000.0	7974.853812662232	31880.0	9540.0	7.190389244233297	1.946572780508469
24500027	35162	234796.0690984726	20964.0	19520.0	9370.686207530374	34620.0	9960.0	6.776551330146444	1.9593937773133807
24600001	35262	235734.72774648666	12508.0	9580.0	9107.629036509265	34220.0	3200.0	7.545918662593136	1.9660941116169401
24701944	35368	236740.61872839928	13834.0	12700.0	7699.962770472768	32460.0	6580.0	6.626694177659888	1.986462296482154
24800288	35462	237705.49171352386	14438.0	12940.0	7451.075686697115	27380.0	6300.0	8.577102068634233	1.9772956534996093
24900108	35555	238551.95149803162	9558.0	9190.0	2997.086733627989	16040.0	5940.0	8.478687294686672	1.9842358047984525
25001135	35659	239583.79075932503	15958.0	13350.0	8376.657779541645	28180.0	6280.0	6.976947007874651	1.9864498490586733
25102069	35760	240414.86586213112	8100.0	7050.0	3182.5496417530117	16020.0	5340.0	7.72437942449443	1.9687311110316266
25200505	35856	241357.28781843185	12918.0	12690.0	3970.675285417107	19080.0	7160.0	6.588881566355845	1.9588977854580751
25300064	35953	242238.85548877716	11316.0	9520.0	4166.55253177012	17540.0	4640.0	8.030580988868559	1.9556605885884077
25401231	36058	243102.71186685562	8070.0	7080.0	3963.0880215643288	16660.0	3720.0	7.410813981606751	1.9345695591971463
25500188	36154	243936.34930419922	7006.0	6630.0	3542.5671796343145	14760.0	3000.0	7.426286055565604	1.932320416192842
25600375	36259	244787.69630980492	9578.0	8930.0	2421.284324026771	13940.0	6680.0	8.2240230901608	1.9429992096411872
25700419	36355	245652.82201719284	9656.0	8680.0	4212.191828490246	16580.0	4020.0	7.738858647171317	1.9530010712132047
25800488	36457	246476.6122996807	7908.0	8040.0	1449.2358139531484	10340.0	5780.0	6.893025165937115	1.9521985293976578
25901132	36561	247321.7009408474	8922.0	7850.0	3783.0904474164154	18060.0	3860.0	6.953825160146083	1.9289668202579564
26000206	36659	248169.5854022503	8726.0	8730.0	3309.0992396387537	14900.0	2980.0	7.532822924697016	1.9460896739559743
26101310	36760	249047.98234558105	8464.0	7310.0	3936.8210525752884	17520.0	4800.0	7.297064447168994	1.9464898116521003
26200106	36858	249868.74550318718	8690.0	8040.0	2883.7051783349066	14440.0	5660.0	8.226223937573474	1.9610809318135705
26300297	36956	250721.95297908783	9740.0	7720.0	4585.79449071926	18140.0	4820.0	8.220330883680605	1.954903281518365
26400196	37056	251607.06736159325	11434.0	11720.0	3960.7748961254765	17880.0	5360.0	7.617574050466783	1.954319650557649
26500561	37151	252693.22379660606	16606.0	18550.0	5525.512947531055	24360.0	8140.0	7.0965214904808915	1.9709841148940699
26601007	37246	253547.35097694397	7700.0	6630.0	4698.169856444103	17500.0	2760.0	7.5147530593991725	1.9570000361116255
26700514	37340	254540.75143790245	15350.0	13750.0	6232.06939057075	24700.0	5180.0	6.388151730841364	1.9696786181122972
26801000	37435	255437.9154651165	11270.0	11010.0	3452.0235611401417	17420.0	6580.0	8.07044730361467	1.9639986288470441
26900312	37540	256280.53759479523	9796.0	8540.0	5255.327878554402	22620.0	3000.0	6.982423573035078	1.965525210850505
27000275	37634	257177.32574129105	9920.0	8330.0	5601.634682046939	22400.0	3900.0	6.164444035259351	1.9729096334490868
27101261	37733	258150.25283765793	12504.0	10380.0	5789.260555354006	23320.0	6860.0	8.227428842212179	1.9752942908914384
27200348	37829	259147.16686558723	15656.0	13810.0	4878.89604999601	27020.0	9100.0	6.3750868279877455	1.9858866682372607
27301252	37931	260222.08019256592	16820.0	16000.0	7171.3008272945535	27820.0	6120.0	6.200083171201068	1.9566531832857414
27400564	38040	261253.65283298492	16494.0	16660.0	8480.325203407918	34880.0	5240.0	6.396371087347851	1.9706996243998194
27501379	38138	262217.4995815754	14618.0	14390.0	5133.207357761595	24400.0	8040.0	6.657560768059408	1.9671244511714743
27600549	38236	263162.1678955555	12832.0	12530.0	3239.8518484646793	18120.0	8700.0	6.967693059210778	1.976445221899689
27700909	38339	264214.13983273506	13296.0	12490.0	5540.315273820916	25820.0	6340.0	6.27146876370418	1.975077755574891
27800168	38435	265129.0904226303	11538.0	10580.0	5147.119582834655	20660.0	5260.0	6.844503498152564	1.98358041197916
27900063	38529	266187.23414349556	15386.0	15250.0	8325.788851514311	26820.0	4820.0	6.383846897560984	1.961045751930772
28000626	38630	267096.6965441704	10098.0	9050.0	4269.3684154294615	16520.0	4540.0	8.083302438881844	1.9587599589148255
28100588	38729	268037.15872740746	11862.0	10560.0	4161.350742247041	19220.0	6880.0	7.706393772387599	1.9673006025604878
28201182	38823	269137.0009877682	18800.0	16840.0	6784.02699156056	28380.0	8040.0	7.267734878812172	1.953293014631849
28301547	38911	270208.78282666206	17332.0	16900.0	7971.628580297895	28780.0	7700.0	6.784293476142698	1.9419251737047034
28401349	39005	271179.6109735966	13386.0	13950.0	4178.400012764057	19240.0	6600.0	6.439297767352961	1.9611814884463648
28500928	39105	272183.72825431824	15094.0	14230.0	4611.715034079572	25080.0	9300.0	7.3147542813582005	1.9559110305567071
28600152	39195	273030.3248934746	9000.0	8690.0	2291.879384066952	14940.0	7040.0	6.833407533966384	1.956564599849922
28702928	39298	274135.10412693024	18456.0	18380.0	7339.814106032326	31880.0	8460.0	6.49210722306407	1.9765423836003493
28801295	39390	275065.5071425438	13336.0	12120.0	7384.420837893186	33220.0	6780.0	8.546848416531718	1.959975176982968
28900691	39488	276174.79694223404	19084.0	16790.0	7446.202910059447	32280.0	9520.0	6.536226985241601	1.9505243462247746
29001005	39582	277174.06184983253	14298.0	13040.0	5178.678081003555	22840.0	7180.0	6.957442946080962	1.9514473299210153
29100764	39673	278040.09723854065	10956.0	10440.0	3731.116008202729	17580.0	6340.0	8.107607673294929	1.967385226251987
29200749	39771	278962.01428318024	13832.0	14130.0	3982.106645148185	21120.0	7960.0	7.858998207246712	1.985637685972508
29301363	39866	279904.08795261383	11970.0	11740.0	3645.456837703	18200.0	6700.0	6.601021206067394	1.9826541412183318
29400964	39960	280795.49998140335	12876.0	13810.0	3697.672541237558	18900.0	8620.0	6.933295791205411	1.9505027090818738
29500695	40056	281718.6909863949	12760.0	13050.0	5939.554790648127	23820.0	4720.0	7.403825219465104	1.953631885266241
29602171	40151	282651.43583130836	13066.0	12660.0	4325.100384191485	21580.0	8660.0	6.695944346541196	1.9621686381183343
29700502	40242	283541.6265654564	13034.0	12830.0	4118.533180096471	22440.0	7740.0	7.368152902776901	1.9376934077536399
29800435	40332	284513.68639421463	16488.0	16000.0	5750.332937221017	27280.0	8080.0	7.565780554287914	1.953208406232083
29900074	40430	285370.5618326664	9942.0	8650.0	4665.566060690457	20520.0	5420.0	7.624315040847072	1.960786488612832
30001651	40524	286372.78252005577	15050.0	14550.0	9013.807926361274	32940.0	5340.0	6.5442446530699945	1.9653810340460764
30101532	40620	287351.66331744194	13508.0	12250.0	8751.920170263591	33640.0	4500.0	7.308022294806218	1.9470846055493662
30200325	40712	288328.5339131355	13694.0	14160.0	3936.823874930427	19100.0	8340.0	7.310237794795709	1.9428455030978662
30300667	40813	289290.5241897106	14924.0	13720.0	5289.5015518162645	27040.0	8560.0	6.774121469173124	1.9310264793579262
30400229	40918	290107.4973990917	7998.0	7350.0	3549.440644508496	14980.0	3980.0	7.3657843730307	1.9446160784999813
30500480	41012	291025.7257027626	10888.0	11800.0	4791.318074276523	18900.0	4980.0	7.236253310326483	1.946507396115388
30600553	41105	291919.97342181206	10606.0	9550.0	3593.9956099645483	18020.0	6640.0	6.772833641812086	1.9449853119381855
30701202	41203	292809.9523038864	9090.0	8060.0	6607.001336965709	20440.0	2180.0	6.518324298771017	1.9489556463185431
30800202	41295	293666.0343782902	8616.0	6630.0	4514.320916077338	16780.0	4660.0	7.5980367762269685	1.9764853782823681
30900448	41387	294578.6590526104	11758.0	11960.0	5289.414586385404	19300.0	3420.0	8.232925821178595	1.9823539848808456
31000280	41472	295515.1458129883	11810.0	11240.0	7804.296537449384	29120.0	3320.0	7.668444479901693	1.9801445081982942
31101050	41575	296422.12049913406	11898.0	12490.0	4379.9791983270625	19120.0	6140.0	7.471824167607959	2.0017459272781792
31201468	41676	297509.12641119957	17204.0	16610.0	8783.39746972156	28560.0	4880.0	6.701612756316485	1.970510875209935
31300666	41769	298544.0412931442	17658.0	15180.0	10300.18964226711	34120.0	7840.0	7.37378988115893	2.0003312839745937
31400772	41866	299479.7319226265	13210.0	12740.0	4647.678034364161	24280.0	7160.0	7.579395451986499	1.97995910078241
31500087	41962	300436.184060812	14694.0	13390.0	3884.4882402819662	23260.0	9240.0	7.16861257321308	1.9716769427707266
31600328	42068	301365.522100687	13364.0	13840.0	3447.7922082270434	17980.0	7260.0	6.839098754915931	1.9631564322399118
31700526	42168	302346.98318362236	15486.0	14380.0	5586.468174675899	28300.0	8880.0	6.625416058334451	1.9490690272637972
31801236	42256	303303.4362282753	13682.0	12870.0	7520.824127418188	23220.0	4840.0	7.9071393860786765	1.960305719815325
31900048	42341	304210.63262176514	13124.0	12890.0	5137.399255568046	23920.0	6780.0	7.5229684701004755	1.969155944206805
32000178	42433	305267.03185391426	16550.0	15730.0	4443.224554807515	24780.0	9420.0	6.762401355722363	1.9453527099724632
32100188	42530	306248.2423181534	15476.0	15770.0	8256.218128040087	27260.0	4540.0	7.06901721836947	1.9450985792821793
32200827	42627	307176.5162665844	12234.0	10030.0	5231.367358965001	19320.0	6440.0	6.752777303235728	1.958441671110055
32300172	42716	308196.724247694	16298.0	15530.0	6854.484014943146	27420.0	5780.0	6.869554418191394	1.9447910776863335
32400633	42812	309251.55607390404	17294.0	14250.0	9716.195185816765	33440.0	7100.0	6.678052923945339	1.9457265969237418
32500336	42910	310309.16022849083	17450.0	15080.0	7081.583313230328	34280.0	7800.0	6.92831180543905	1.9578985999401028
32600343	43004	311201.9053518772	10934.0	10760.0	3117.4070421853266	14620.0	5380.0	8.153881016079398	1.9520012135009734
32700742	43096	312116.9811460972	12004.0	12380.0	5678.409793047502	23260.0	6160.0	8.001915531186132	1.9632546054937043
32800193	43182	312993.89390420914	10246.0	10140.0	2639.293676556497	13540.0	6300.0	8.064309181426195	1.9603195889449228
32900713	43273	313896.18244433403	11636.0	9840.0	5319.229685249965	19860.0	4700.0	7.365763399328626	1.939929027398562
33000510	43378	314767.23147940636	11142.0	10750.0	3716.670553062243	16920.0	5900.0	8.16025530301177	1.957773908496637
33100797	43482	315719.8789613247	12426.0	9910.0	6165.567830027228	25840.0	5780.0	8.24141434476613	1.962395362723041
33201818	43571	316748.2442500591	16452.0	15550.0	3000.9065297006505	23500.0	12440.0	6.830231933244705	1.9578244256556712
33300297	43678	317578.1533756256	8826.0	8140.0	3845.320966230691	17720.0	3660.0	8.519393255026875	1.9383087320948649
33400258	43777	318481.99710035324	12752.0	12380.0	4221.471044289867	22140.0	8360.0	8.535224813655406	1.9653954550847677
33500055	43875	319436.84427666664	13802.0	13100.0	5573.472486301117	26920.0	6940.0	7.58627130803185	1.9387447436949012
33601352	43973	320299.73047184944	9294.0	8280.0	5333.500414049545	17720.0	2880.0	7.276008412346021	1.946225114596925
33701056	44075	321207.3708117008	11738.0	9640.0	6977.949077869036	23020.0	5400.0	7.901903815462395	1.9389887339797556
33800691	44171	322125.75469589233	11934.0	10720.0	6457.547177958172	24420.0	2800.0	8.45929648046709	1.925209240042586
33900277	44264	322939.491055727	7766.0	6520.0	5024.580026673319	15920.0	2280.0	7.777760885624663	1.9283915853560336
34001480	44364	323802.2236049175	8216.0	7890.0	3015.306138870664	15460.0	4600.0	7.304463705189227	1.939136120791961
34100366	44461	324740.48351478577	14214.0	14510.0	3897.3843080256333	22560.0	8820.0	7.6334243492369325	1.9293472698510545
34200204	44563	325675.4599838257	12304.0	11460.0	4302.534653485599	17580.0	5240.0	7.9546104258301815	1.9122524956459612
34301337	44671	326589.30154156685	11126.0	8450.0	6550.481237622504	26100.0	4960.0	7.150997096100788	1.9372023753715348
34400014	44767	327639.4849627018	18392.0	16330.0	7386.625751992584	32400.0	9320.0	7.691812412543086	1.9596479465173804
34500516	44865	328554.71219420433	12028.0	11040.0	5680.212828563537	24880.0	6360.0	6.797349982979084	1.9462315393689413
34600416	44959	329539.56717562675	15326.0	14520.0	7590.901278650792	26200.0	5440.0	7.523584871312599	1.9446144178310647
34700010	45052	330430.1345450878	10842.0	7330.0	8548.982785493645	29960.0	5160.0	6.5773113630816145	1.9231286928253037
34800553	45155	331402.4461326599	14032.0	12020.0	7331.249400871435	27140.0	5900.0	7.29109042261956	1.939599742136453
34900227	45253	332371.94473171234	15274.0	15030.0	4389.958744427762	23760.0	9200.0	6.782766981127566	1.9288566985271351
35000922	45349	333233.23125243187	11800.0	11420.0	4200.03174591177	21720.0	7500.0	8.298580450062971	1.9365824895319315
35101836	45441	334181.42524552345	14740.0	13420.0	7198.580106906886	27660.0	7080.0	6.541225488072208	1.9325669610192495
35201222	45540	335078.72821474075	13316.0	12780.0	5803.912856379259	25160.0	2640.0	6.643922392929192	1.9431014441488086
35300524	45638	335954.4390387535	11266.0	11220.0	3371.85804367068	17200.0	7120.0	6.779374809555501	1.9594538893778934
35400096	45730	336813.0032610893	11086.0	9090.0	4477.291343857107	17900.0	6400.0	6.557338458930425	1.94493765403298
35500437	45830	337685.05277109146	10562.0	9450.0	3888.8495871029922	17640.0	5040.0	7.768417997165922	1.965418675039501
35601090	45927	338628.2677834034	14406.0	13300.0	5655.314511344372	25440.0	8160.0	7.73078836127454	1.9598722066655654
35701339	46016	339620.3413107395	14116.0	14310.0	6158.41105047939	25400.0	6880.0	6.618515784036223	1.9593846331504492
35802118	46105	340659.2670946121	15034.0	14350.0	7086.507053705812	26320.0	7000.0	8.026045028878007	1.964463273045088
35902696	46201	341705.84118175507	16740.0	13830.0	10995.566783430897	35380.0	3640.0	7.7858054944758095	1.954633053557871
36001541	46293	342521.8504283428	9320.0	9540.0	2135.1450640283074	14440.0	6920.0	8.039008158019437	1.9893762207689851
36101496	46384	343392.5793106556	10022.0	8010.0	4085.0018359848996	16900.0	5740.0	7.726487321969433	1.9743669243998976
36200654	46478	344276.5642619133	11330.0	10610.0	6829.551799186956	25840.0	4380.0	7.456581037744321	1.9629684910893528
36301447	46564	345233.4206316471	12666.0	14030.0	4689.904524022259	17660.0	3860.0	7.486352198943017	1.9916666703371313
36400402	46654	346203.915528059	15130.0	12970.0	7419.573213242569	26040.0	6580.0	7.878387075395395	1.9986766048850797
36500430	46752	347352.571031332	22454.0	23590.0	8447.779721454757	34640.0	6480.0	6.550939896287216	2.0019746204694653
36600254	46849	348513.78443694115	21412.0	20800.0	8058.294277740585	33600.0	7460.0	7.085342586141443	1.9940020606947333
36700365	46942	349496.74593400955	14594.0	14610.0	5847.14973298957	24100.0	6540.0	8.355036589715727	1.9708699453324445
36800475	47033	350513.89951109886	16764.0	16100.0	5006.651575654132	24940.0	7880.0	6.665600523179893	1.9766684179736602
36900310	47123	351459.59802913666	14106.0	14040.0	5978.168058304595	26700.0	7760.0	7.477137564016784	1.9731211363899954
37000994	47214	352340.39006495476	11986.0	12440.0	4317.304200025237	19840.0	6180.0	8.429331814923009	1.9742831304804027
37100482	47310	353357.46622920036	14814.0	15350.0	8215.497820853247	26800.0	3260.0	7.558086182710136	1.9644289482676744
37200151	47414	354351.63900089264	16992.0	15310.0	5038.414212604773	25960.0	9760.0	7.591465363657263	1.96750161212397
37300397	47513	355160.64139580727	7190.0	6740.0	4824.919112735927	14920.0	1880.0	7.197470997331891	1.9528224656629563
37400535	47612	356051.0582931042	11338.0	8180.0	6210.725132113534	23820.0	7020.0	7.40078942107535	1.944561561512446
37500809	47709	356906.00205874443	9984.0	8500.0	5550.285678333244	22420.0	3960.0	8.391898345581847	1.941309158209114
37602048	47807	357825.86774373055	12492.0	14210.0	4488.1097233566925	17140.0	2820.0	6.7107584044028785	1.963065573467547
37700597	47901	358752.6711008549	12502.0	10210.0	5875.5799713730385	25000.0	6740.0	7.230797032669209	1.9371312302320403
37801708	47998	359623.1580166817	8720.0	4060.0	9278.203849165347	27520.0	1300.0	6.966583416207332	1.9059330035991218
37900915	48093	360506.9068982601	11496.0	9700.0	7547.325059619173	29140.0	4400.0	6.758448461514067	1.9220391067732168
38000154	48183	361425.89904999733	13312.0	9410.0	7652.840866850253	26000.0	5820.0	8.485977727359485	1.921451539762355
38100651	48276	362303.0709066391	10890.0	10330.0	6511.823434679755	24560.0	3420.0	6.840678114053043	1.9404284848102198
38201904	48377	363336.1612713337	17978.0	17980.0	6055.039774160585	25360.0	6880.0	6.651678720236724	1.9219817668582706
38300217	48469	364247.43582844734	12068.0	9320.0	6671.359681504214	25840.0	5980.0	7.410378932125943	1.9306127754012838
38400347	48567	365198.9288151264	14044.0	13070.0	5046.114456798528	25500.0	8880.0	7.245605954992939	1.9271781150378853
38500598	48663	366080.4861576557	10390.0	11400.0	5803.37258267409	20380.0	1580.0	7.072295798309257	1.9338098683585194
38600318	48759	367160.09702038765	18964.0	19990.0	8892.97250642326	30540.0	6360.0	8.300763721771919	1.9020889127772382
38701014	48859	368061.78773355484	11276.0	13320.0	4375.586817787987	16280.0	3700.0	7.773831612415309	1.9436170032053348
38800562	48957	368987.3404650688	14224.0	15570.0	6461.598013563586	24560.0	4420.0	7.47994987624163	1.9363323756718192
38901989	49057	369930.9528155327	13354.0	11650.0	6478.038454827373	27460.0	6700.0	7.851351357047429	1.926966318614863
39000425	49155	370879.59693169594	14636.0	13180.0	7499.450646547386	27340.0	6700.0	6.634770309669262	1.9198908328574522
39100684	49242	371738.305570364	10754.0	8880.0	4828.057350299163	21800.0	6820.0	7.522261472768055	1.928483270435914
39200214	49338	372702.1614906788	14450.0	13070.0	6635.106965561629	25680.0	7440.0	7.575037281543071	1.9598080698577622
39300240	49429	373746.27163910866	18310.0	18910.0	10549.638224444792	35220.0	5080.0	6.977358685457422	1.9442865775537201
39400068	49529	374639.7089958191	13240.0	11110.0	6835.333040736038	25380.0	6160.0	6.639667819214467	1.951455497982162
39501738	49627	375538.76792502403	11644.0	12200.0	4731.293457161348	19400.0	4800.0	8.154377808367347	1.9736559607304225
39600281	49717	376506.48345017433	15140.0	15720.0	6092.268324141127	23800.0	6580.0	6.56674882337374	1.9419752640670422
39700011	49815	377445.98235058784	12978.0	11670.0	5780.545533655683	25440.0	6600.0	7.039367192526998	1.9319680576376927
39800557	49916	378358.80466103554	11700.0	11370.0	4183.916294042647	17980.0	6200.0	7.196147792007055	1.9218680398668246
39900184	50010	379178.99022197723	4752.0	3410.0	2639.245683481888	9420.0	2500.0	6.0655093296253	1.9509112183617758
40000377	50111	380139.2156291008	13282.0	12090.0	5624.458097353814	25360.0	8020.0	7.442672554087948	1.9491205318786777
40100030	50207	381029.76112508774	11202.0	12150.0	3050.3544420644334	16120.0	6240.0	8.03305528190453	1.9374937532254657
40200434	50300	382137.4831318855	20098.0	21740.0	5925.676332706673	25920.0	9820.0	6.714559851170468	1.9427653515427008
40300407	50397	383156.1216413975	17362.0	15640.0	6833.788277538471	31180.0	9800.0	6.759530692844298	1.9460268417539717
40400200	50492	384092.14640808105	12468.0	13180.0	4857.518342162431	19060.0	6580.0	6.81866059960761	1.9597750086987553
40501911	50591	385073.83171606064	14870.0	13880.0	5662.078534719678	24120.0	6440.0	7.7122271130858895	1.9331706687770391
40600323	50682	386043.557315588	13454.0	14010.0	6856.517094463243	25220.0	5200.0	7.696088364737177	1.9541781357127523
40700543	50774	387080.5621480942	17600.0	18010.0	5411.625346315919	26100.0	7960.0	7.410433155657762	1.9593606748682313
40800545	50870	388167.4025197029	18246.0	17600.0	5104.116421521402	25300.0	9360.0	7.18057903373923	1.9581589125304772
40900038	50970	389056.8055012226	13158.0	12770.0	5432.580315917004	26720.0	8060.0	7.332736997965093	1.9377627275149987
41000020	51067	390029.67193198204	14600.0	15000.0	7499.90814758569	25940.0	2140.0	7.864440144190062	1.9296533851674333
41100097	51163	390922.59563827515	12150.0	12770.0	2975.30950770952	15560.0	7200.0	6.427747547607645	1.9351006529459591
41200227	51252	391807.652418375	11462.0	11090.0	4161.692497583699	19560.0	4680.0	7.1415481600901085	1.9410677693657328
41300264	51343	392862.9319229126	15650.0	16470.0	10002.707411273987	29380.0	3260.0	6.655741663642439	1.9105479530137548
41400676	51431	393820.9206235409	14836.0	12540.0	5582.160473826917	26120.0	9440.0	7.6300586375466555	1.92945387853826
41500529	51528	394647.923841238	9610.0	8180.0	2639.869525395358	14700.0	7160.0	7.693268119489375	1.9186169230754349
41600626	51623	395583.92927598953	13684.0	13340.0	3457.1510428868064	19580.0	9120.0	6.71240220968776	1.9091105675532507
41701648	51722	396539.92575740814	15162.0	14390.0	4201.380196501568	25000.0	9860.0	6.519001680497212	1.9069788768152272
41800326	51815	397457.7653775215	12918.0	13570.0	3067.1369204665266	17720.0	8380.0	7.104782854223235	1.893371754405917
41901419	51920	398448.38197112083	14862.0	14200.0	4989.762408060016	23340.0	8880.0	6.619281776071166	1.912797835606022
42000274	52016	399406.18772268295	14074.0	14210.0	5622.597659840551	25360.0	5160.0	6.580733321984022	1.9020253314640716
42100098	52111	400208.5865111351	9138.0	9450.0	1415.7353801705553	11940.0	6640.0	8.297014861219832	1.8912050820575164
42201906	52200	401322.44224977493	20016.0	18120.0	6775.844678791797	33860.0	9780.0	7.606888912717353	1.9134405256196476
42300226	52293	402245.9737894535	14634.0	14040.0	4618.456211525425	25880.0	8440.0	7.953938405635208	1.8950643606917734
42400597	52390	403138.4937288761	11506.0	10630.0	2867.2410277322538	17740.0	8740.0	8.580099644973691	1.9048663758193771
42501031	52491	404069.8075976372	13046.0	11790.0	5711.734898921304	27720.0	8040.0	7.098568471995199	1.9033548134450395
42601591	52587	405059.14553928375	15460.0	15780.0	4054.5392942834933	20340.0	8800.0	7.405818265849969	1.9167503786658122
42700175	52682	405904.1031258106	10910.0	9540.0	2726.5810907516475	15060.0	7760.0	6.668905015923978	1.9127130079084
42800744	52780	406861.23051691055	14586.0	13640.0	5905.5758962752025	25360.0	7540.0	7.658880544004299	1.907339205528247
42901794	52878	407741.0141375065	11178.0	12790.0	4141.630918692136	15680.0	4660.0	7.569762593972259	1.917250192339552
43000289	52974	408568.48171663284	9864.0	9480.0	2363.9665348261124	13940.0	6600.0	7.903336599541975	1.9059421726145753
43100425	53068	409627.1243710518	18536.0	20150.0	6754.250020049105	27120.0	7320.0	7.167518897852473	1.9269437287107771
43200798	53169	410555.60842585564	12030.0	7960.0	8801.40519083932	26160.0	3500.0	7.501791875255691	1.9267743211948425
43303147	53266	411627.1511685848	17902.0	14570.0	7581.781965855901	29980.0	8120.0	7.469730945750111	1.9307533367015228
43400963	53353	412653.9048500061	17302.0	17000.0	3793.906810780793	25220.0	12960.0	7.303838497587966	1.9243902172601113
43500267	53451	413550.50304985046	11936.0	13180.0	2972.4333466034186	13920.0	4620.0	6.697717018812578	1.8884097845470706
43601227	53553	414571.75937128067	15304.0	14750.0	4865.002455178094	25920.0	9120.0	7.125552285358296	1.9035460233577466
43700199	53651	415506.2113227844	14346.0	13890.0	4964.174318722769	25020.0	9300.0	7.38078686440711	1.8901579022135728
43801123	53744	416410.41993165016	12298.0	12920.0	3389.624036838173	17680.0	7280.0	7.59810251551503	1.8980236361805614
43900254	53837	417348.9441475868	12758.0	14210.0	3905.3063615775113	18940.0	6500.0	7.926029293107795	1.9248864249294229
44000211	53931	418272.9770576954	13068.0	13880.0	6434.367447111212	25000.0	5980.0	6.559155717880735	1.8972942609553063
44102040	54024	419390.2570784092	17822.0	15230.0	5656.653506172081	24900.0	9140.0	6.368151735888371	1.9057005686356756
44201448	54116	420362.84152436256	15088.0	13330.0	6412.21196017585	24580.0	5340.0	6.611231908816346	1.898637316228882
44300501	54215	421214.3883829117	10684.0	9790.0	3468.1253341442743	16440.0	6260.0	8.196520355367063	1.9122487074439682
44400511	54326	422062.54131937027	10030.0	9070.0	3466.5160223678954	17060.0	6140.0	7.998780787094054	1.9229696661223483
44500368	54423	422945.40311431885	11426.0	10660.0	3984.793874496173	17200.0	5520.0	8.363638323461736	1.9149305656086673
44601246	54519	423834.59963703156	11914.0	10570.0	4472.136451903547	19660.0	5520.0	6.981624382516472	1.9622555443989556
44701339	54615	424840.310662508	14948.0	10980.0	10054.770896334623	30480.0	4820.0	6.639395394935056	1.9352547986426614
44801522	54710	425882.27034783363	16810.0	16400.0	8290.408112190054	28120.0	4840.0	6.575691523377845	1.921594588123913
44900235	54801	426914.2093229294	17116.0	16970.0	7612.748372156916	29060.0	6280.0	7.5069693379985605	1.9154657390297833
45000968	54896	427871.941580534	14270.0	14020.0	5222.891919234017	26720.0	7500.0	7.1385095922214825	1.9099332599238157
45100208	54987	428784.9842352867	11960.0	9430.0	6037.666951912984	24460.0	5900.0	7.854733047336973	1.9450283087265678
45200341	55086	429688.1863913536	12784.0	11460.0	4619.9836459547005	22600.0	7500.0	7.932747743619722	1.9394952655918116
45300615	55185	430740.6506536007	16428.0	14300.0	8659.99332819861	32700.0	6200.0	7.151223775886029	1.9454359158689043
45400181	55275	431718.5478322506	14886.0	13260.0	6693.473106110327	25400.0	7420.0	6.449335096083748	1.9421864851946082
45500797	55368	432826.63922834396	18998.0	17070.0	7016.852412426656	32220.0	9260.0	6.571949381126666	1.9501975092638206
45600755	55466	433785.5104892254	14586.0	14800.0	2637.0867764763957	17840.0	8760.0	7.062542782571809	1.925927987892178
45700884	55563	434788.6372964382	16164.0	15060.0	7076.752550899789	32960.0	8720.0	6.425435212503478	1.9647084835828699
45800201	55661	435697.9082541466	11710.0	9290.0	4442.554320308182	18700.0	7120.0	6.664338166051944	1.9547569345133469
45900447	55757	436782.1026968956	16984.0	16070.0	4980.770132330051	26000.0	8560.0	6.423988335323642	1.955617707990374
46000471	55855	437602.42990231514	8068.0	8440.0	1696.223255745933	9860.0	5340.0	8.365146780843302	1.9306543819683706
46100305	55949	438775.22127342224	22298.0	22960.0	7198.15068842917	34420.0	14080.0	6.61299083958299	1.9499816355912707
46201240	56048	439864.2566475868	19446.0	19210.0	5037.583635919992	25880.0	11900.0	6.361319431487216	1.9487199472205199
46300408	56133	440911.40557718277	18644.0	17480.0	4692.696926549214	28240.0	14060.0	7.3793450711055	1.932204427959049
46401838	56228	441986.44026494026	17334.0	15830.0	6437.729413387922	25860.0	7940.0	7.678460524944433	1.9524961373688303
